CustomerID,Name,Age,Gender,Country,IncomeLevel,CustomerTier,Date,Product Type,Channel Type,Order Amount,support_interacation_count,problem type,support_resolution_time,resolution_satisfication,website_logins/day,browsing_time/hr,email_open_rate,ChurnIndicator
7597,Rustin Kirimaa,59,Female,India,High,Silver,01-08-2023,Makeup,Online,8994,1,Product Quality,19,1,8,1.3,3,1
7598,Ford Housbie,55,Female,India,High,Silver,3/16/2023,Skincare,Online,1076,7,Wrong Item Received,7,8,4,1.7,3,1
7599,Bamby Myrie,29,Female,Malaysia,Medium,Gold,08-12-2023,Skincare,Online,8044,10,Late Delivery,22,3,6,3.9,2,1
7600,Margie Rosa,77,Transgender,United States,Low,Bronze,6/21/2024,Makeup,Online,8531,2,Product Quality,7,4,8,4.1,4,1
7601,Nancie Haresign,66,Male,Qatar,Medium,Silver,5/31/2023,Skincare,Online,7491,2,Product Quality,10,5,1,1.8,5,0
7602,Korey Vaneev,22,Female,Canada,Medium,Silver,11/13/2024,Makeup,Offline,828,2,Side Effects,17,9,4,2.3,4,0
7603,Wain Shailer,38,Female,Canada,High,Bronze,4/29/2024,Makeup,Offline,862,2,Product Quality,8,1,3,1.9,3,0
7604,Arturo Mudge,49,Female,United Arab Emirates,Low,Bronze,6/27/2024,BodyCare,Online,10543,4,Other,14,8,9,5.4,0,1
7605,Dawn Leger,41,Female,India,Medium,Gold,10/16/2023,Haircare,Offline,6229,10,Side Effects,12,7,9,5.7,3,1
7606,Jory Pasmore,52,Female,Australia,Medium,Gold,10/27/2024,BodyCare,Online,10221,6,Late Delivery,10,9,2,4.5,5,1
7607,Zebedee Barten,42,Female,United States,Low,Gold,08-03-2023,Makeup,Offline,6573,1,Product Quality,16,8,9,0.8,2,0
7608,Teodoro Boutellier,18,Female,India,Medium,Gold,5/16/2023,Haircare,Offline,4997,9,Product Quality,7,6,8,0.3,5,0
7609,Gabriel Kytter,22,Male,Singapore,Low,Gold,10/13/2023,Makeup,Online,9966,3,Product Quality,9,9,5,1.9,6,1
7610,Erie Ramsdell,60,Female,Singapore,Low,Gold,04-08-2024,Skincare,Offline,6602,7,Other,22,5,1,3.0,2,1
7611,Bastien Rougier,26,Female,United States,Medium,Silver,6/23/2023,BodyCare,Online,9161,1,Other,11,5,0,3.3,1,1
7612,Basilius Gasgarth,76,Male,Canada,Medium,Silver,4/19/2024,Makeup,Online,9869,7,Side Effects,24,6,8,2.7,6,0
7613,Evelin Simioni,66,Female,Australia,Medium,Gold,04-04-2024,BodyCare,Online,9497,6,Late Delivery,21,2,3,4.9,5,0
7614,Sigismund Moulding,68,Male,United States,Low,Gold,1/21/2024,Makeup,Online,3749,7,Wrong Item Received,20,9,7,4.4,6,1
7615,Sonia Tink,43,Female,India,High,Gold,05-03-2024,Makeup,Online,4172,10,Product Quality,11,6,0,4.7,0,1
7616,Erna Halleybone,30,Female,India,Medium,Gold,11-12-2024,Haircare,Offline,9922,3,Late Delivery,11,8,4,0.8,3,1
7617,Zarla Arsey,50,Female,Australia,Medium,Gold,7/22/2024,Haircare,Online,4422,7,Late Delivery,5,6,9,2.0,0,1
7618,Alexina Megson,51,Male,Japan,High,Gold,8/17/2024,Makeup,Offline,2348,3,Product Quality,5,10,3,3.0,6,1
7619,Merry Gudgion,76,Male,Canada,Medium,Silver,3/31/2023,BodyCare,Online,7803,5,Late Delivery,23,6,1,4.7,2,0
7620,Roger Corpe,33,Transgender,Australia,Medium,Gold,2/13/2023,Makeup,Online,2419,6,Product Quality,13,4,9,1.9,3,0
7621,Floria Ladel,24,Female,India,High,Gold,5/22/2023,Makeup,Offline,8911,7,Product Quality,12,1,2,0.0,1,1
7622,Nappie Fatscher,10,Female,Japan,Low,Silver,7/31/2023,Haircare,Online,3214,4,Product Quality,17,7,6,4.8,6,1
7623,Bronny Thickins,68,Male,India,Medium,Platinum,07-12-2024,Skincare,Online,2373,8,Product Quality,8,6,5,5.4,2,1
7624,Gusty Buzza,32,Female,India,Medium,Gold,6/21/2024,BodyCare,Offline,2052,6,Side Effects,4,8,9,1.3,0,1
7625,Nicholas Giraudel,76,Female,United States,Low,Silver,04-07-2024,BodyCare,Offline,10609,7,Side Effects,7,9,2,5.5,3,1
7626,Ami Greguol,33,Male,India,Low,Bronze,2/20/2024,Makeup,Offline,10788,6,Product Quality,3,4,6,2.7,1,1
7627,Artie Moxley,56,Transgender,United Arab Emirates,Medium,Gold,4/13/2023,BodyCare,Offline,3484,3,Late Delivery,4,5,3,3.1,2,1
7628,Alika Poles,23,Female,Australia,Medium,Silver,04-08-2023,Makeup,Online,3114,5,Other,10,5,4,5.4,6,1
7629,Jacklyn Cattellion,27,Male,United States,Medium,Gold,11-07-2024,Makeup,Offline,4039,9,Late Delivery,4,5,9,0.8,3,1
7630,Etta Dutt,77,Female,India,Medium,Gold,03-08-2024,BodyCare,Offline,5666,2,Late Delivery,5,6,6,5.6,4,1
7631,Eziechiele Clemson,19,Male,India,High,Silver,04-10-2023,Skincare,Online,2054,3,Product Quality,5,5,7,5.9,1,1
7632,Pavia Feedham,34,Female,United States,Medium,Silver,6/16/2023,Skincare,Online,5106,3,Product Quality,16,2,10,0.7,1,1
7633,Mariette Feake,72,Male,United Arab Emirates,High,Gold,11/28/2023,BodyCare,Offline,5746,3,Late Delivery,2,4,10,3.2,2,1
7634,Sofia Enstone,19,Transgender,India,Medium,Gold,5/16/2023,Makeup,Online,6065,6,Side Effects,16,6,4,0.3,3,1
7635,Andrus Ackrill,58,Female,Australia,Low,Gold,12/20/2023,Skincare,Online,4635,4,Side Effects,24,2,5,2.1,6,1
7636,Chev Shaxby,29,Male,United States,Medium,Silver,09-06-2023,Haircare,Online,1966,4,Product Quality,9,8,9,5.1,3,1
7637,Aeriel Driffield,15,Male,India,Low,Silver,07-04-2023,Makeup,Online,10916,7,Side Effects,16,6,0,4.1,1,1
7638,Everett Albrook,50,Male,Qatar,Low,Gold,03-10-2023,Makeup,Online,9794,7,Product Quality,5,3,4,2.1,6,0
7639,Marlo Deveraux,15,Female,Japan,Medium,Platinum,6/21/2023,Makeup,Online,8184,10,Other,18,5,3,2.2,2,0
7640,Quentin Imlacke,81,Female,Qatar,Medium,Platinum,1/15/2023,Makeup,Offline,8348,7,Side Effects,10,4,3,4.8,1,1
7641,Janey Caltun,81,Female,India,Low,Silver,10/30/2023,Makeup,Online,10651,5,Product Quality,2,8,7,2.0,4,1
7642,Witty Purches,15,Female,United Arab Emirates,Medium,Gold,06-04-2023,BodyCare,Online,3756,4,Product Quality,15,1,3,5.4,0,1
7643,Silvie Barnewelle,62,Female,Japan,Low,Gold,2/16/2024,Skincare,Online,1464,5,Product Quality,9,10,4,2.5,0,1
7644,Catriona Molines,68,Female,Australia,Medium,Gold,11/24/2023,Skincare,Offline,6944,2,Other,10,7,2,5.2,5,1
7645,Dyane Geldeford,18,Male,Australia,Medium,Gold,3/16/2023,Makeup,Offline,8889,3,Side Effects,13,4,1,2.7,6,1
7646,Pansie Ramshaw,64,Female,India,Medium,Gold,5/18/2024,Makeup,Offline,3737,5,Product Quality,19,2,9,5.9,5,1
7647,Mallory Van der Velden,38,Female,India,Medium,Silver,7/20/2023,Makeup,Online,3079,3,Side Effects,7,6,4,4.8,2,0
7648,Cooper Harmson,63,Female,Qatar,Medium,Bronze,5/29/2024,BodyCare,Online,6786,1,Product Quality,5,7,8,0.5,1,1
7649,Lynna Lepope,33,Female,India,Low,Gold,10/15/2023,Makeup,Offline,2281,2,Side Effects,13,4,7,1.4,4,1
7650,Aigneis Bernholt,73,Female,Hong Kong,Medium,Gold,1/16/2023,Haircare,Offline,1371,2,Product Quality,1,6,0,0.7,0,0
7651,Zabrina Ech,57,Female,India,Medium,Gold,05-02-2023,Makeup,Offline,9274,8,Late Delivery,23,4,7,4.4,4,1
7652,Reece Melato,51,Female,United States,Low,Silver,08-11-2024,Makeup,Online,781,3,Other,23,2,4,0.3,6,1
7653,Ruddy Kembrey,51,Female,United States,Low,Platinum,8/19/2023,Skincare,Offline,8542,7,Wrong Item Received,2,8,3,2.0,0,1
7654,Fae Batstone,26,Female,Qatar,Low,Bronze,01-11-2023,Makeup,Online,5781,4,Wrong Item Received,6,5,4,1.3,5,1
7655,Tabbi Whelan,47,Transgender,United States,Medium,Silver,6/24/2023,Makeup,Online,3272,1,Side Effects,20,5,5,5.9,2,0
7656,Balduin Milier,44,Female,Australia,Medium,Gold,12/28/2023,Haircare,Offline,1689,7,Other,10,8,8,0.0,6,0
7657,Karola Basek,73,Male,Australia,Medium,Gold,03-09-2023,Makeup,Online,9633,1,Product Quality,23,8,2,4.1,3,0
7658,Kissie Snead,28,Male,India,Medium,Platinum,11-10-2024,Makeup,Online,3374,3,Product Quality,19,6,5,3.8,1,1
7659,Colet Lucy,53,Transgender,United States,High,Gold,4/18/2023,Makeup,Offline,10702,3,Product Quality,5,6,1,3.4,4,1
7660,Jonathan Starkings,43,Female,India,Medium,Bronze,11/27/2023,Haircare,Online,6280,9,Product Quality,16,9,3,3.3,6,1
7661,Estell Secretan,72,Male,India,Medium,Silver,2/29/2024,Makeup,Online,6112,1,Other,11,7,4,1.8,2,1
7662,Linnea Arangy,52,Female,Canada,Medium,Gold,2/27/2024,Skincare,Online,4858,7,Product Quality,19,2,3,3.0,3,1
7663,Seana Carslaw,85,Male,India,Medium,Gold,5/21/2024,Makeup,Online,8245,4,Product Quality,5,3,1,5.2,4,0
7664,Jackquelin Kernoghan,73,Male,India,Medium,Gold,04-09-2023,Makeup,Offline,10964,6,Other,21,2,8,5.2,6,0
7665,Tulley Huske,44,Female,Japan,Low,Silver,3/19/2023,BodyCare,Offline,5640,5,Late Delivery,7,5,3,4.9,4,1
7666,Bendix Ianson,52,Female,United States,Low,Platinum,7/26/2023,Haircare,Online,8084,10,Wrong Item Received,1,2,10,4.2,3,0
7667,Billy Trethewey,72,Female,India,Medium,Platinum,03-12-2023,Makeup,Online,6885,10,Product Quality,13,7,9,5.4,0,1
7668,Obie Teasell,63,Female,India,High,Gold,2/13/2023,BodyCare,Online,3411,8,Product Quality,3,2,10,1.9,1,1
7669,Minnaminnie Bouzek,82,Female,India,High,Gold,8/26/2023,BodyCare,Online,2683,2,Side Effects,15,10,3,3.2,1,0
7670,Calla Adam,12,Female,India,Low,Gold,02-07-2023,Haircare,Offline,6462,4,Late Delivery,24,9,2,3.1,6,1
7671,Ainslee Dainty,22,Transgender,India,Medium,Gold,6/25/2023,Haircare,Offline,3912,7,Late Delivery,24,9,10,3.0,4,0
7672,Adrea Thebeaud,30,Female,India,Medium,Gold,02-11-2023,Makeup,Offline,6446,6,Side Effects,23,2,10,2.5,5,1
7673,Jacklin Iannuzzelli,55,Male,India,Medium,Gold,06-03-2024,BodyCare,Online,4170,3,Late Delivery,7,9,3,5.4,3,1
7674,Camila Waistall,64,Male,United States,Medium,Gold,02-12-2023,Makeup,Offline,2662,2,Late Delivery,21,6,9,1.3,2,1
7675,Emmanuel Crumley,9,Female,India,Medium,Silver,12-12-2023,Makeup,Online,8895,2,Product Quality,24,2,0,4.5,4,0
7676,Chick Davers,20,Male,United Arab Emirates,Medium,Platinum,02-03-2024,Makeup,Online,9264,1,Wrong Item Received,3,3,6,5.1,4,1
7677,Milli Britee,69,Male,United States,Medium,Gold,03-11-2024,Haircare,Online,6762,2,Side Effects,4,6,7,2.0,4,0
7678,Adria Carwithan,55,Female,India,Medium,Gold,4/20/2023,Makeup,Offline,7363,5,Late Delivery,1,1,2,2.8,0,1
7679,Tobin Kinnen,11,Female,India,Medium,Silver,09-01-2023,BodyCare,Offline,2726,7,Side Effects,2,3,5,0.7,2,1
7680,Bekki Aspy,28,Male,United States,Medium,Gold,11/22/2023,BodyCare,Online,6893,3,Product Quality,2,4,5,0.1,2,1
7681,Gretna Kenrack,71,Female,Australia,Medium,Silver,7/19/2024,Makeup,Offline,8623,8,Product Quality,7,3,2,3.5,3,1
7682,Ora Barry,24,Female,India,Medium,Gold,04-01-2023,Makeup,Online,4034,9,Late Delivery,5,3,3,5.3,6,0
7683,Barbra Fryatt,17,Female,Canada,Medium,Gold,04-09-2023,Makeup,Offline,1942,7,Wrong Item Received,9,3,6,3.1,4,1
7684,Leighton Venes,42,Female,Australia,Medium,Silver,06-03-2023,Skincare,Online,4637,9,Side Effects,10,7,6,1.9,4,1
7685,Engelbert Santostefano.,14,Female,India,High,Gold,4/18/2024,Makeup,Online,3154,7,Late Delivery,6,8,4,2.0,6,0
7686,Tyne Carver,63,Female,Malaysia,Medium,Gold,10/29/2024,Skincare,Online,6592,8,Product Quality,18,7,10,1.8,4,1
7687,Gabby Judson,25,Female,Malaysia,Low,Gold,04-09-2023,Makeup,Online,8701,9,Product Quality,19,7,2,2.4,2,0
7688,Kaiser Rolfini,77,Female,India,Medium,Gold,9/16/2024,Haircare,Online,4843,10,Product Quality,15,6,5,4.0,2,1
7689,Nelson Sillwood,36,Male,Singapore,Medium,Gold,01-03-2023,Skincare,Online,6744,8,Side Effects,10,8,5,2.4,1,0
7690,Berty Colston,59,Female,United Arab Emirates,Low,Gold,08-01-2023,Skincare,Online,3162,7,Late Delivery,17,10,1,2.3,4,1
7691,Evy Alliband,79,Female,India,Medium,Gold,04-01-2024,Skincare,Online,4163,7,Late Delivery,1,10,2,0.3,0,1
7692,Nolly Awdry,85,Female,Australia,Medium,Platinum,02-02-2024,Makeup,Offline,2859,8,Product Quality,13,9,6,2.0,2,1
7693,Lonnie Muzzillo,33,Male,Malaysia,Medium,Silver,07-02-2023,BodyCare,Offline,5083,9,Late Delivery,22,7,10,4.9,6,1
7694,Kassandra Lemarie,54,Female,Australia,Medium,Silver,1/18/2023,Haircare,Online,8587,1,Side Effects,16,7,4,2.3,4,1
7695,Fayette Querrard,65,Female,Malaysia,Medium,Platinum,3/30/2024,Makeup,Offline,5771,6,Product Quality,15,4,1,2.4,5,0
7696,Hendrick Losty,46,Female,Canada,Low,Gold,12/21/2023,Haircare,Offline,5477,9,Product Quality,3,7,8,3.9,5,0
7697,Ginger Cordeiro,14,Female,Singapore,Medium,Gold,12-09-2023,Skincare,Online,6822,10,Product Quality,11,5,5,3.9,1,0
7698,Nettle Jepson,24,Male,India,High,Gold,9/20/2024,Haircare,Offline,8288,7,Late Delivery,23,8,1,3.6,1,1
7699,Hannie Blakely,21,Female,Hong Kong,Medium,Platinum,06-06-2024,BodyCare,Online,5027,9,Product Quality,1,10,10,3.0,0,1
7700,Elyn Sidon,63,Female,India,Medium,Gold,10/24/2023,Makeup,Online,7191,4,Late Delivery,11,6,9,5.3,2,1
7701,Ardyce Stebbings,29,Female,India,Medium,Gold,6/27/2023,Skincare,Online,4617,2,Product Quality,22,9,1,4.9,0,1
7702,Cloe Burberry,32,Male,Hong Kong,Low,Gold,03-03-2023,Makeup,Online,4793,6,Late Delivery,11,9,8,2.6,2,1
7703,Caye Carle,30,Female,United Arab Emirates,Medium,Silver,8/21/2024,Makeup,Offline,5373,3,Product Quality,18,6,3,3.3,2,1
7704,Trudey Golston,9,Female,Australia,High,Gold,12/31/2023,Makeup,Offline,7677,8,Product Quality,23,1,4,5.3,2,0
7705,Doyle Oldcroft,66,Female,United States,Low,Gold,10-11-2023,Makeup,Offline,10534,4,Side Effects,19,4,0,1.5,3,1
7706,Briny Batty,59,Female,Australia,High,Silver,02-05-2024,Makeup,Online,6569,6,Product Quality,7,1,1,0.3,4,1
7707,Greg Gathercoal,54,Female,India,Low,Bronze,4/25/2024,Skincare,Online,10051,4,Late Delivery,8,1,3,1.0,5,1
7708,Terrye Kall,45,Female,United States,Low,Gold,09-05-2024,Makeup,Online,9710,7,Product Quality,24,9,6,2.1,6,1
7709,Conni Boath,17,Female,Australia,High,Bronze,4/30/2024,Makeup,Offline,10818,10,Product Quality,6,1,4,2.5,0,0
7710,Brandise Frowd,83,Female,Canada,Low,Gold,5/27/2024,Makeup,Offline,6549,2,Product Quality,21,7,7,5.6,6,0
7711,Tabina Curgenuer,10,Male,Hong Kong,Medium,Gold,11/26/2023,Skincare,Online,2701,5,Product Quality,8,1,0,5.5,0,1
7712,Christye Selwyne,66,Female,India,Medium,Gold,08-08-2023,Skincare,Online,4315,8,Product Quality,1,6,4,0.5,1,0
7713,Candy Thurlby,57,Female,Singapore,Low,Gold,9/13/2023,Makeup,Online,5042,8,Product Quality,12,2,5,4.8,2,1
7714,Gardener Illiston,84,Male,Australia,Medium,Gold,1/24/2023,Makeup,Offline,919,7,Product Quality,20,5,3,1.0,3,1
7715,Merissa Pregel,8,Female,India,High,Gold,2/16/2024,Makeup,Online,2422,8,Product Quality,8,6,8,5.8,6,0
7716,Beth Hexham,66,Female,Canada,Medium,Bronze,4/17/2024,Skincare,Online,9632,8,Product Quality,7,9,4,0.3,0,1
7717,Heriberto Hurren,39,Female,India,Low,Gold,7/29/2024,Skincare,Online,7296,2,Product Quality,6,6,2,5.8,2,0
7718,Thornie Bultitude,17,Female,Singapore,Medium,Gold,7/14/2023,Makeup,Offline,1880,4,Product Quality,12,4,0,0.8,3,1
7719,Steve Greenleaf,39,Male,United States,High,Gold,9/13/2024,Haircare,Offline,7924,4,Late Delivery,3,4,1,2.2,4,1
7720,Jamison Wagnerin,71,Male,India,Medium,Gold,9/15/2024,Haircare,Offline,10482,6,Late Delivery,1,9,1,2.1,2,1
7721,Natalee Wennam,81,Female,India,Medium,Gold,7/22/2023,Skincare,Offline,10739,6,Side Effects,24,7,5,0.2,1,1
7722,Kendal Yarr,66,Female,India,Low,Gold,07-07-2024,Skincare,Offline,3647,3,Wrong Item Received,19,9,9,5.8,2,0
7723,Judie Ollett,48,Male,Canada,Medium,Bronze,08-11-2023,BodyCare,Online,813,10,Product Quality,13,1,1,0.3,0,0
7724,Sidoney McGilben,62,Male,India,Low,Platinum,12/15/2023,Makeup,Online,4541,8,Product Quality,11,6,0,2.9,5,1
7725,Alexis Gomersal,48,Male,United States,Medium,Silver,05-07-2023,BodyCare,Online,6901,1,Product Quality,13,7,4,0.6,0,1
7726,Bruis Stihl,70,Male,Singapore,Low,Gold,7/19/2024,Skincare,Online,9721,8,Late Delivery,20,10,7,5.4,3,1
7727,Sylas Dornin,14,Male,Singapore,Medium,Silver,08-02-2024,Makeup,Online,8801,8,Late Delivery,24,9,10,5.1,2,1
7728,Demetri Manston,29,Male,Singapore,Medium,Silver,07-06-2023,Makeup,Online,7111,8,Late Delivery,16,1,6,3.4,1,0
7729,Yetta Pee,71,Female,United States,Medium,Gold,6/28/2023,Makeup,Offline,1477,1,Late Delivery,21,2,8,0.1,2,0
7730,Alfonse Murrie,48,Male,Singapore,Medium,Gold,5/30/2024,Makeup,Online,4856,7,Product Quality,22,8,6,5.5,3,0
7731,Dimitri MacGeaney,65,Male,United Arab Emirates,Medium,Gold,4/27/2023,Skincare,Online,2782,1,Product Quality,7,2,10,0.5,6,1
7732,Ariella Smitheman,85,Male,Australia,Medium,Gold,03-12-2024,BodyCare,Offline,8023,4,Product Quality,7,9,1,1.9,3,1
7733,Clementine Parfett,54,Male,India,Medium,Platinum,11-01-2024,Makeup,Online,7287,6,Product Quality,2,8,7,1.3,2,1
7734,Yetta Parade,23,Male,United States,Medium,Gold,09-05-2023,Makeup,Offline,4357,3,Product Quality,1,2,0,5.4,3,0
7735,Kirbie Foxwell,51,Female,Singapore,Medium,Silver,8/24/2023,Makeup,Online,2072,8,Side Effects,24,4,8,5.4,1,0
7736,Casi Jurick,15,Female,India,Medium,Silver,6/14/2023,Skincare,Offline,10885,3,Product Quality,7,4,0,2.4,0,1
7737,Isidro Cowerd,46,Female,Australia,Low,Bronze,11/25/2024,Makeup,Online,10230,5,Late Delivery,23,5,5,3.4,2,0
7738,Ryon Annable,47,Female,India,Medium,Gold,3/13/2023,Makeup,Online,8936,4,Side Effects,2,7,0,1.0,1,1
7739,Dante Dougherty,43,Male,United States,Medium,Gold,12/25/2023,Makeup,Offline,7787,5,Side Effects,19,4,1,3.3,6,1
7740,Joyce Scarfe,48,Female,India,Low,Platinum,12-04-2023,Haircare,Online,2105,7,Other,1,7,3,4.7,4,1
7741,Ame Clayborn,52,Male,Qatar,Medium,Gold,3/29/2024,Makeup,Online,7950,6,Product Quality,24,9,3,4.6,6,1
7742,Aurelea Sextone,72,Female,United States,Medium,Gold,11/15/2023,Makeup,Offline,5289,4,Product Quality,19,1,9,5.9,6,1
7743,Stearne Joselovitch,19,Female,India,Medium,Platinum,04-05-2024,BodyCare,Online,4224,7,Product Quality,23,1,5,0.0,1,0
7744,Reinhard Crayker,47,Male,India,Medium,Gold,12/22/2023,Skincare,Online,9821,9,Product Quality,10,1,10,4.0,6,1
7745,Nixie Greenshields,21,Female,Qatar,Low,Silver,10/18/2024,Skincare,Online,3489,6,Product Quality,6,10,7,2.2,6,1
7746,Brew Smitherham,70,Female,United Arab Emirates,Medium,Silver,9/25/2024,Haircare,Online,8057,4,Side Effects,20,7,7,0.3,6,1
7747,Roanne Rzehorz,69,Male,United States,High,Gold,06-02-2023,Makeup,Online,6945,9,Product Quality,3,1,5,5.9,0,1
7748,Sileas Edwicker,80,Female,United States,Medium,Silver,10/29/2024,Makeup,Online,3758,6,Late Delivery,4,3,5,4.8,1,1
7749,Dew Faherty,27,Female,Japan,Medium,Gold,06-02-2023,Skincare,Online,2312,1,Late Delivery,6,3,0,2.5,3,1
7750,Branden Davidovici,12,Transgender,United States,Medium,Silver,2/19/2024,Makeup,Offline,3621,4,Product Quality,15,4,7,4.2,5,1
7751,Colby Cathel,13,Female,Singapore,High,Gold,4/29/2024,Skincare,Online,4500,1,Product Quality,14,2,9,1.5,1,1
7752,Kienan Crichten,63,Female,Canada,Low,Silver,4/19/2023,Skincare,Online,10382,2,Late Delivery,5,7,2,2.4,4,0
7753,Lawrence McIan,16,Transgender,Australia,High,Platinum,7/29/2023,Skincare,Online,5211,7,Side Effects,14,9,5,0.8,5,1
7754,Selle Hilbourne,72,Female,Singapore,High,Gold,06-10-2023,Makeup,Offline,9542,5,Product Quality,12,5,0,3.7,3,1
7755,Vivian Martusewicz,74,Female,India,Medium,Gold,2/27/2024,Haircare,Offline,9601,10,Product Quality,16,7,9,4.3,1,1
7756,Justine Bier,40,Female,India,Medium,Silver,08-06-2023,Makeup,Online,1670,2,Other,9,7,0,4.5,5,1
7757,Deva Honnan,76,Female,India,High,Silver,7/25/2023,Haircare,Offline,7688,3,Other,18,7,3,2.7,4,1
7758,Cammy Dimitresco,54,Female,Australia,Medium,Silver,11/16/2024,Skincare,Offline,7017,5,Product Quality,8,2,2,3.9,3,1
7759,Gabriela O'Nions,49,Female,Japan,Medium,Silver,12-03-2023,Haircare,Online,5676,4,Late Delivery,6,4,8,5.5,0,1
7760,Tillie Grinley,29,Female,United States,Medium,Gold,11-04-2023,Makeup,Online,7189,3,Late Delivery,2,7,6,2.1,3,0
7761,Shandee Gamil,17,Female,India,Medium,Gold,3/24/2024,Skincare,Online,8744,5,Product Quality,5,10,9,6.0,3,0
7762,Ariana Culy,57,Male,India,Medium,Silver,01-05-2023,Makeup,Offline,4276,4,Wrong Item Received,14,7,0,3.6,0,1
7763,Corenda Travis,83,Male,Qatar,High,Gold,12-11-2023,Haircare,Offline,4754,6,Product Quality,23,8,8,4.8,3,1
7764,Idette Bariball,63,Female,India,Medium,Gold,4/18/2024,Skincare,Online,7875,8,Product Quality,17,3,6,2.5,5,1
7765,Malvina Aksell,78,Male,Canada,Low,Silver,7/29/2023,Skincare,Offline,4535,9,Product Quality,3,6,1,5.8,1,1
7766,Bobinette Di Maggio,41,Transgender,Singapore,Medium,Gold,7/23/2023,Skincare,Online,1416,8,Side Effects,15,3,6,5.4,5,1
7767,Sybila Draaisma,8,Female,Australia,High,Platinum,11-01-2023,Makeup,Online,477,1,Product Quality,4,6,9,5.4,5,1
7768,Hildegaard Yeardley,54,Female,Australia,High,Bronze,1/22/2023,Makeup,Offline,10093,2,Late Delivery,16,10,3,1.9,6,1
7769,Rivi Undrill,50,Female,Qatar,High,Silver,06-01-2024,BodyCare,Online,10325,5,Other,9,10,4,0.8,4,0
7770,Heather Messer,34,Male,India,Low,Platinum,11-07-2023,Skincare,Online,5818,10,Product Quality,19,1,8,4.9,0,1
7771,Karole Reid,41,Transgender,India,High,Silver,11/25/2024,Haircare,Online,5382,10,Late Delivery,19,9,1,1.1,1,0
7772,Dov Anespie,74,Female,India,Medium,Gold,10/24/2024,Haircare,Offline,6126,4,Side Effects,16,4,10,4.4,2,0
7773,Granthem Coulthard,65,Male,India,Medium,Gold,02-10-2023,Skincare,Offline,2468,2,Product Quality,5,6,1,2.8,2,1
7774,Ailee Oliphand,16,Male,Canada,Low,Silver,06-12-2024,Makeup,Online,10120,10,Product Quality,16,1,9,0.0,5,1
7775,Ryun Ruscoe,38,Female,India,High,Silver,4/25/2024,Makeup,Offline,8704,4,Side Effects,18,8,9,0.5,5,1
7776,Cherilynn Wrathmell,20,Female,United States,Low,Gold,3/22/2024,Makeup,Online,10695,6,Product Quality,1,4,9,0.4,1,0
7777,Sibley Duckerin,18,Male,India,High,Gold,7/23/2024,Makeup,Online,2233,1,Product Quality,3,1,6,2.5,3,1
7778,Fiona Hulke,50,Female,Canada,Medium,Gold,9/21/2023,Makeup,Offline,10911,8,Wrong Item Received,20,6,2,3.6,6,1
7779,Sharona Glave,48,Female,Japan,Low,Gold,6/19/2024,Makeup,Online,1394,2,Late Delivery,23,8,5,2.7,6,1
7780,Ursuline Sherringham,33,Male,Australia,Medium,Silver,4/19/2024,Skincare,Online,8210,2,Other,10,7,9,5.4,5,0
7781,Earvin Hildred,82,Female,Canada,Medium,Platinum,3/26/2023,Skincare,Online,2873,1,Product Quality,12,6,6,1.7,2,1
7782,Patty Lee,32,Female,Canada,Low,Bronze,3/20/2024,Makeup,Offline,6289,1,Product Quality,13,10,0,4.4,6,1
7783,Alexis Peltzer,20,Male,United States,Low,Silver,7/16/2024,Skincare,Online,3031,1,Other,16,5,1,4.2,1,1
7784,Darcey Tisun,75,Male,Singapore,High,Gold,5/26/2023,Makeup,Online,1586,1,Side Effects,2,10,1,3.3,5,0
7785,Rosalie Pitchford,67,Male,United States,Low,Silver,8/24/2023,Makeup,Online,8938,8,Late Delivery,2,6,10,0.9,2,1
7786,Delmer De Leek,24,Female,Canada,Low,Gold,10-10-2024,Makeup,Online,1687,2,Product Quality,6,3,5,4.4,1,0
7787,Gaynor Ivchenko,24,Male,Singapore,High,Gold,06-01-2024,BodyCare,Offline,3591,3,Wrong Item Received,5,7,6,3.1,2,1
7788,Courtenay Champley,37,Transgender,Hong Kong,Low,Gold,07-10-2023,Haircare,Online,10270,4,Late Delivery,19,2,4,5.2,2,1
7789,Anabal Breinlein,58,Female,United States,High,Silver,12-05-2023,Skincare,Online,7702,4,Product Quality,19,5,5,0.3,1,1
7790,Laural Ruler,18,Female,Canada,Medium,Silver,10/26/2024,Makeup,Online,5445,1,Product Quality,14,3,1,2.4,6,0
7791,Guenevere Titmus,68,Male,Japan,Low,Gold,8/13/2024,BodyCare,Online,3170,1,Wrong Item Received,7,7,5,0.7,0,1
7792,Kinna Crampin,53,Female,Singapore,Medium,Gold,12/24/2023,Skincare,Offline,10847,7,Product Quality,16,8,4,1.1,4,1
7793,Gilly Tewkesbury.,44,Female,United States,Low,Gold,11-05-2023,Makeup,Online,10344,5,Late Delivery,7,8,7,3.0,6,0
7794,Salomon Rathbone,85,Female,Hong Kong,Medium,Bronze,1/19/2024,Makeup,Offline,6998,5,Product Quality,15,10,5,4.0,2,1
7795,Aharon Admans,22,Female,United States,Medium,Gold,5/18/2023,Makeup,Online,4769,3,Side Effects,22,5,4,5.0,3,0
7796,Lena Sheering,17,Female,India,Medium,Gold,06-04-2023,Skincare,Offline,4700,2,Product Quality,4,10,10,1.6,6,0
